0.30403 10240
0.508574 11264
0.509264 12288
0.509954 13312
0.510643 14336
0.511333 15360
0.711506 16384
0.712945 17408
0.713808 18432
0.71467 19456
0.715015 20480
0.715878 21504
0.71674 22528
0.717085 23552
0.915878 24576
0.917481 25600
0.918343 26624
0.918688 27648
0.920068 28672
0.920413 29696
0.920758 30720
0.92162 31744
0.923 32768
0.923345 33792
0.92369 34816
1.12025 35840
1.12059 36864
1.12185 37888
1.12323 38912
1.12358 39936
1.12392 40960
1.12582 41984
1.12616 43008
1.12651 44032
1.12685 45056
1.1272 46080
1.12806 47104
1.12996 48128
1.1303 49152
1.13065 50176
1.13099 51200
1.13134 52224
1.32514 53248
1.32548 54272
1.32583 55296
1.32669 56320
1.32859 57344
1.32893 58368
1.32928 59392
1.32962 60416
1.32997 61440
1.3329 62464
1.33324 63488
1.33359 64512
1.33393 65536
1.33428 66560
1.33462 67584
1.33497 68608
1.33583 69632
1.33618 70656
1.33911 71680
1.33945 72704
1.3398 73728
1.34014 74752
1.34049 75776
1.34083 76800
1.34118 77824
1.52986 78848
1.5302 79872
1.53055 80896
1.53089 81920
1.53123 82944
1.5321 83968
1.53503 84992
1.53537 86016
1.53572 87040
1.53606 88064
1.53641 89088
1.53675 90112
1.5371 91136
1.53744 92160
1.54141 93184
1.54176 94208
1.5421 95232
1.54245 96256
1.54279 97280
1.54314 98304
1.54348 99328
1.54383 100352
1.54417 101376
1.54452 102400
1.5459 103424
1.54624 104448
1.54659 105472
1.55055 106496
1.5509 107520
1.55124 108544
1.55159 109568
1.55193 110592
1.55228 111616
1.55262 112640
1.55297 113664
1.55331 114688
1.55366 115712
1.554 116736
1.73526 117760
1.73561 118784
1.73595 119808
1.7363 120832
1.73664 121856
1.73699 122880
1.73733 123904
1.73819 124928
1.73854 125952
1.74302 126976
1.74337 128000
1.74371 129024
1.74406 130048
1.7444 131072
1.74475 132096
1.74509 133120
1.74544 134144
1.74578 135168
1.74613 136192
1.74647 137216
1.74682 138240
1.75234 139264
1.75268 140288
1.75303 141312
1.75337 142336
1.75372 143360
1.75406 144384
1.75441 145408
1.75475 146432
1.7551 147456
1.75544 148480
1.75579 149504
1.75613 150528
1.75648 151552
1.75682 152576
1.75717 153600
1.75906 154624
1.75941 155648
1.75975 156672
1.7601 157696
1.76614 158720
1.76648 159744
1.76683 160768
1.76717 161792
1.76752 162816
1.76786 163840
1.76821 164864
1.76855 165888
1.7689 166912
1.76924 167936
1.76959 168960
1.76993 169984
1.77028 171008
1.77062 172032
1.77097 173056
1.77131 174080
1.77165 175104
1.94067 176128
1.94101 177152
1.94136 178176
1.9417 179200
1.94205 180224
1.94239 181248
1.94274 182272
1.94308 183296
1.94343 184320
1.94377 185344
1.94515 186368
1.9455 187392
1.94584 188416
1.95119 189440
1.95153 190464
1.95188 191488
1.95222 192512
1.95257 193536
1.95291 194560
1.95326 195584
1.9536 196608
1.95395 197632
1.95429 198656
1.95464 199680
1.95498 200704
1.95533 201728
1.95567 202752
1.95602 203776
1.96154 204800
1.96188 205824
1.96223 206848
1.96257 207872
1.96292 208896
1.96326 209920
1.96361 210944
1.96395 211968
1.9643 212992
1.96464 214016
1.96499 215040
1.96533 216064
1.96568 217088
1.96602 218112
1.96637 219136
1.96809 220160
1.96844 221184
1.96878 222208
1.96913 223232
1.97534 224256
1.97568 225280
1.97603 226304
1.97637 227328
1.97672 228352
1.97706 229376
1.97741 230400
1.97775 231424
1.9781 232448
1.97844 233472
1.97879 234496
1.97913 235520
1.97948 236544
1.97982 237568
1.98017 238592
1.98051 239616
1.98086 240640
2.14504 241664
2.14539 242688
2.14574 243712
2.14608 244736
2.14643 245760
2.14677 246784
2.14712 247808
2.14746 248832
2.14781 249856
2.14815 250880
2.14953 251904
2.14988 252928
2.15022 253952
2.15574 254976
2.15609 256000
2.15643 257024
2.15678 258048
2.15712 259072
2.15747 260096
2.15781 261120
2.15816 262144
2.1585 263168
2.15885 264192
2.15919 265216
2.15954 266240
2.15988 267264
2.16023 268288
2.16057 269312
2.16609 270336
2.16644 271360
2.16678 272384
2.16713 273408
2.16747 274432
2.16782 275456
2.16816 276480
2.16851 277504
2.16885 278528
2.1692 279552
2.16954 280576
2.16989 281600
2.17023 282624
2.17058 283648
2.17092 284672
2.17264 285696
2.17299 286720
2.17333 287744
2.17368 288768
